"Ukazatel","IndicatorType","ČR, Reg. soudržnosti, Kraje","Uz012","Roky","CasR","Hodnota"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2000","2000","0.570199711"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2001","2001","-1.156303434"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2002","2002","0.051248681"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2003","2003","0.353766022"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2004","2004","0.239256601"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2005","2005","2.562648903"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2006","2006","3.054384603"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2007","2007","5.045077178"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2008","2008","4.758464038"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2009","2009","0.559452797"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2010","2010","0.273409442"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2011","2011","0.046405497"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2012","2012","-0.475372143"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2013","2013","-0.535747361"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2014","2014","0.019911698"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2015","2015","0.440043566"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2016","2016","0.337553526"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2017","2017","1.491691655"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2018","2018","2.180729261"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2019","2019","2.9941246"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2020","2020","0.611283986"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2021","2021","2.494114466"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2022","2022","27.44393902"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Severovýchod","CZ05","2023","2023","5.593496739"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2000","2000","0.425285997"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2001","2001","-1.103945222"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2002","2002","-0.641792191"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2003","2003","2.053999381"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2004","2004","0.890421444"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2005","2005","1.188819971"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2006","2006","1.76480905"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2007","2007","5.40845255"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2008","2008","3.404097221"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2009","2009","1.33666559"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2010","2010","0.477942389"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2011","2011","0.832634998"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2012","2012","0.626649646"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2013","2013","-0.080400262"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2014","2014","0.359377492"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2015","2015","0.544243555"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2016","2016","0.890188885"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2017","2017","1.760066211"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2018","2018","2.13313905"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2019","2019","2.273235623"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2020","2020","2.719740539"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2021","2021","3.810284031"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2022","2022","26.44008822"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihovýchod","CZ06","2023","2023","8.837779424"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2000","2000","0.57518044"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2001","2001","-0.35736165"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2002","2002","-0.715760294"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2003","2003","0.228729202"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2004","2004","-0.930925643"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2005","2005","0.052870115"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2006","2006","0.499474494"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2007","2007","1.767562665"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2008","2008","0.027577056"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2009","2009","-0.69896728"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2010","2010","-1.022627666"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2011","2011","-0.488422753"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2012","2012","-1.115700053"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2013","2013","-1.119964554"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2014","2014","-0.901027712"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2015","2015","-0.518885634"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2016","2016","-1.15576949"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2017","2017","-0.600244044"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2018","2018","-0.253413054"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2019","2019","0.188500483"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2020","2020","-0.351978871"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2021","2021","0.689395839"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2022","2022","16.37680632"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Střední Morava","CZ07","2023","2023","3.583092483"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2000","2000","-1.401616156"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2001","2001","-1.686894955"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2002","2002","-1.26942999"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2003","2003","-0.432911073"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2004","2004","-1.1941954"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2005","2005","-1.337309579"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2006","2006","-0.962470068"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2007","2007","-0.078442484"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2008","2008","-0.055992475"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2009","2009","-2.301185571"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2010","2010","-3.180586452"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2011","2011","-2.040359363"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2012","2012","-2.157539461"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2013","2013","-2.523851582"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2014","2014","-2.490731495"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2015","2015","-2.206204859"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2016","2016","-1.94067046"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2017","2017","-2.07964261"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2018","2018","-1.100182174"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2019","2019","-0.877283517"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2020","2020","-2.980613482"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2021","2021","-0.088122151"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2022","2022","13.33079638"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Moravskoslezsko","CZ08","2023","2023","3.00468095"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2000","2000","-1.484078047"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2001","2001","-5.863403058"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2002","2002","4.714359682"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2003","2003","6.088560409"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2004","2004","5.754892044"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2005","2005","10.00666601"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2006","2006","5.289056216"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2007","2007","19.21009918"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2008","2008","15.54255718"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2009","2009","11.01567553"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2010","2010","4.478615927"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2011","2011","4.645609693"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2012","2012","2.694390506"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2013","2013","-4.255431962"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2014","2014","10.68840797"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2015","2015","4.777003217"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2016","2016","8.070041454"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2017","2017","8.456699058"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2018","2018","8.512567873"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2019","2019","9.799963659"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2020","2020","7.319524559"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2021","2021","12.07096426"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2022","2022","60.66505794"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Hlavní město Praha","CZ010","2023","2023","19.67716727"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2000","2000","5.861748966"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2001","2001","4.320009819"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2002","2002","5.9170231"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2003","2003","8.430233586"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2004","2004","8.423657963"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2005","2005","12.84552676"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2006","2006","14.12042653"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2007","2007","20.64308292"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2008","2008","21.26363855"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2009","2009","11.57159993"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2010","2010","11.67122974"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2011","2011","9.778539527"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2012","2012","8.394604746"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2013","2013","7.112192407"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2014","2014","8.167199969"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2015","2015","7.589793757"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2016","2016","7.554477821"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2017","2017","8.722183087"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2018","2018","11.35049427"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2019","2019","10.48562437"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2020","2020","9.854159021"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2021","2021","11.47313852"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2022","2022","37.44656346"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Středočeský kraj","CZ020","2023","2023","12.45536511"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2000","2000","0.769979121"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2001","2001","0.150303565"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2002","2002","1.638982166"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2003","2003","1.966532151"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2004","2004","1.071278387"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2005","2005","3.695158959"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2006","2006","3.240934369"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2007","2007","4.089409506"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2008","2008","3.554916847"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2009","2009","1.185215419"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2010","2010","0.855920114"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2011","2011","0.569265632"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2012","2012","0.505986194"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2013","2013","0.512221833"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2014","2014","0.916925599"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2015","2015","1.360443878"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2016","2016","1.008918906"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2017","2017","2.011952815"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2018","2018","2.941135169"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2019","2019","3.374044733"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2020","2020","1.11221746"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2021","2021","3.577007824"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2022","2022","25.53679624"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Jihočeský kraj","CZ031","2023","2023","5.797473696"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2000","2000","0.895495332"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2001","2001","-0.110812181"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2002","2002","1.514464777"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2003","2003","3.664617418"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2004","2004","0.833915982"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2005","2005","4.198985775"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2006","2006","5.650228433"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2007","2007","10.92743216"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2008","2008","14.04925099"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2009","2009","2.94643373"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2010","2010","-0.426556275"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2011","2011","1.356087609"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2012","2012","2.120570054"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2013","2013","2.326831704"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2014","2014","3.033138035"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2015","2015","3.368278426"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2016","2016","3.820732016"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2017","2017","4.079567977"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2018","2018","6.95158436"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2019","2019","9.456522294"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2020","2020","3.946595723"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2021","2021","7.498397408"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2022","2022","46.58525252"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Plzeňský kraj","CZ032","2023","2023","15.00455627"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2000","2000","-1.017731509"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2001","2001","-1.684831254"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2002","2002","1.343161235"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2003","2003","0.779405284"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2004","2004","1.501372966"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2005","2005","-1.132681303"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2006","2006","0.338178368"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2007","2007","7.62057457"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2008","2008","1.344883125"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2009","2009","-3.383534332"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2010","2010","-1.326315995"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2011","2011","-1.887855456"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2012","2012","-3.924174502"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2013","2013","-3.511639574"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2014","2014","-2.097505669"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2015","2015","-3.108815233"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2016","2016","-2.364479663"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2017","2017","-1.384639285"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2018","2018","-0.182874172"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2019","2019","1.173649201"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2020","2020","-0.030592786"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2021","2021","0.574597165"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2022","2022","39.60905703"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Karlovarský kraj","CZ041","2023","2023","9.143488697"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2000","2000","0.764215373"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2001","2001","0.020725616"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2002","2002","1.665767681"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2003","2003","2.527288495"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2004","2004","1.937561767"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2005","2005","1.538317596"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2006","2006","-0.150632962"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2007","2007","8.408003169"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2008","2008","4.182034154"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2009","2009","-0.504707413"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2010","2010","-0.617375532"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2011","2011","-0.272750861"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2012","2012","-0.626120338"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2013","2013","-0.517048055"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2014","2014","-0.720184193"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2015","2015","-0.268405513"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2016","2016","-0.8245166"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2017","2017","0.527446077"
"Přírůstek/úbytek stěhováním na 1 000 obyvatel","5421","Ústecký kraj","CZ042","2018","2018","1.155280411"
